	31						143.68												
	31						302.96												
	32						106.55												
	33						194.01												
	33						144.45												
	33						94.77												
	33						131.59												
	33						107.16												
	34						90.09												
	34						168.81												
	34						117.47												
	35						154.46												
	35						161.12												
	35						164.17												
	36						134.10												
	36						116.83												
	37						157.44												
	37						86.38												
	37						96.33												
	37						101.85												
	37						149.52												
	38						121.54												
	38						117.57												
	38						85.35												
	39						149.93												
	39						107.11												
	39						88.85												
	40						109.61												
	40						88.85												
	40						95.05												
	41						128.33												
	41						93.39												
	42						143.68												
	42						92.04												
	42						102.31												
	42						107.92												
	42						162.71												
	42						130.22												
	42						170.52												
	43						107.16												
	43						107.92												
	44						216.24												
	44						222.20												
	45						126.19												
	45						85.62												
	45						107.43												
	46						85.62												
	46						220.43												
	46						110.22												
	46						144.58												
	47						164.17												
	47						103.00												
	47						220.43												
	47						103.84												
	48						81.29												
	49						85.35												
	49						127.09												
	49						96.62												
	49						114.69												
	49						149.54												
	50						105.75												
	50						96.62												
	51						302.96												
	51						133.96												
	51						95.05												
	51						90.99												
	52						116.41												
	53						93.39												
	53						162.71												
	53						106.33												
	53						109.06												
	53						142.12												
	54						115.68												
	55						170.52												
	55						128.85												
	56						107.43												
	56						137.13												
	56						155.19												
	56						101.00												
	57						101.98												
	58						101.98												
	58						163.37												
	59						103.84												
	59						118.94												
	59						96.09												
	59						104.36												
	60						118.32												
	60						96.09												
	60						119.92												
	61						114.69												
	61						107.02												
	62						149.54												
	62						102.97												
	62						103.77												
	62						148.72												
	63						90.71												
	63						154.43												
	63						128.37												
	64						110.00												
	64						213.68												
	64						101.97												
	65						87.37												
	65						213.68												
	65						119.34												
	66						222.20												
	66						155.19												
	66						117.12												
	66						149.47												
	67						101.00												
	67						117.12												
	67						107.58												
	67						106.49												
	68						89.32												
	68						107.58												
	68						103.55												
	68						161.14												
	69						103.55												
	69						96.96												
	69						80.57												
	70						163.37												
	70						101.38												
	70						95.77												
	71						88.00												
	72						121.16												
	72						88.00												
	72						115.66												
	72						211.28												
	73						103.77												
	73						115.66												
	73						108.05												
	73						247.91												
	74						206.20												
	74						148.72												
	74						115.07												
	74						104.34												
	75						128.37												
	75						115.07												
	75						87.94												
	76						101.11												
	76						111.55												
	76						142.10												
	77						97.91												
	77						99.15												
	78						119.34												
	78						129.45												
	79						90.92												
	79						107.12												
	79						130.21												
	80						161.14												
	80						107.12												
	80						112.15												
	80						152.38												
	80						85.01												
	80						159.55												
	81						79.63												
	81						112.15												
	81						108.25												
	81						119.34												
	82						80.57												
	82						103.81												
	82						114.45												
	83						95.77												
	83						103.81												
	83						106.13												
	84						104.34												
	84						96.74												
	84						118.85												
	85						87.94												
	85						96.74												
	86						92.89												
	86						99.46												
	86						106.68												
	86						125.28												
	87						129.45												
	87						105.06												
	87						150.80												
	87						126.08												
	88						98.40												
	88						105.06												
	88						102.68												
	89						130.21												
	89						90.02												
	89						87.77												
	90						85.01												
	90						107.84												
	91						159.55												
	91						119.34												
	91						107.84												
	91						111.50												
	91						97.85												
	92						114.45												
	92						111.50												
	92						104.52												
	93						106.13												
	93						104.52												
	93						199.00												
	93						217.26												
	94						284.82												
	94						211.28												
	94						199.00												
	94						107.24												
	94						158.15												
	94						193.86												
	95						247.91												
	95						97.70												
	95						111.10												
	96						118.85												
	96						97.70												
	96						108.16												
	96						141.77												
	96						145.20												
	96						197.30												
	97						118.82												
	97						108.16												
	97						105.43												
	98						125.28												
	98						150.80												
	98						105.43												
	98						119.22												
	98						135.54												
	98						142.04												
	98						237.66												
	99						119.22												
	100						137.75												
	100						102.68												
	100						80.90												
	100						151.92												
	100						213.21												
	101						87.77												
	101						221.64												
	102						115.80												
	103						158.15												
	103						111.10												
	103						125.80												
	103						89.59												
	103						136.72												
	104						145.20												
	104						135.54												
	104						146.49												
	104						169.56												
	105						157.01												
	106						119.36												
	106						96.01												
	107						186.26												
	108						97.61												
	108						210.40												
	109						309.76												
	109						210.40												
	109						209.62												
	109						171.05												
	110						193.86												
	110						209.62												
	110						113.99												
	111						89.59												
	111						89.67												
	112						136.72												
	112						127.81												
	112						93.38												
	112						105.63												
	113						93.38												
	113						114.60												
	113						114.49												
	114						237.66												
	114						169.56												
	114						157.01												
	114						114.60												
	114						203.57												
	114						138.60												
	114						95.34												
	114						252.60												
	115						213.21												
	115						140.71												
	115						201.70												
	116						113.99												
	116						101.04												
	116						95.79												
	117						166.18												
	117						101.04												
	117						129.85												
	118						115.18												
	119						114.49												
	119						100.02												
	119						104.92												
	119						148.49												
	119						109.18												
	120						95.34												
	120						104.92												
	120						105.04												
	121						214.74												
	121						151.77												
	122						186.26												
	122						114.80												
	122						107.72												
	123						215.68												
	123						299.85												
	123						107.72												
	123						89.34												
	123						146.70												
	123						82.64												
	123						138.00												
	124						110.31												
	124						98.12												
	125						110.31												
	125						206.20												
	125						166.69												
	126						129.85												
	126						206.20												
	126						116.60												
	126						94.92												
	127						116.60												
	127						95.69												
	128						105.84												
	128						148.49												
	128						95.69												
	128						104.05												
	128						151.93												
	128						219.51												
	129						101.22												
	129						215.28												
	130						105.04												
	130						101.22												
	130						196.63												
	130						298.08												
	131						252.60												
	131						201.70												
	131						211.39												
	131						220.40												
	132						94.13												
	132						100.24												
	133						146.70												
	133						100.24												
	133						135.77												
	134						82.64												
	134						111.02												
	134						92.28												
	134						115.14												
	135						138.00												
	135						98.12												
	135						108.65												
	135						150.57												
	136						119.04												
	136						111.12												
	136						138.11												
	136						96.83												
	137						77.36												
	137						144.96												
	138						94.92												
	138						77.36												
	138						118.17												
	139						143.50												
	139						110.92												
	139						151.93												
	139						109.24												
	139						156.35												
	140						112.22												
	140						212.00												
	140						109.52												
	141						141.52												
	141						115.14												
	141						212.00												
	141						106.19												
	141						94.05												
	142						108.65												
	142						107.49												
	143						150.57												
	143						96.83												
	143						107.49												
	143						108.16												
	143						124.49												
	143						136.49												
	144						108.16												
	144						107.11												
	144						95.34												
	145						144.96												
	145						118.17												
	145						154.45												
	145						107.11												
	145						105.94												
	145						96.90												
	146						109.24												
	146						109.61												
	147						219.51												
	147						156.35												
	147						109.61												
	147						92.52												
	148						215.28												
	148						92.52												
	148						103.64												
	148						84.24												
	149						196.63												
	149						103.64												
	149						117.80												
	149						142.13												
	150						112.20												
	151						220.40												
	151						107.15												
	151						112.13												
	152						217.56												
	152						98.41												
	153						94.05												
	153						207.19												
	153						122.77												
	154						109.94												
	154						100.65												
	155						136.49												
	155						95.34												
	155						109.94												
	155						117.77												
	156						96.90												
	156						125.37												
	156						118.72												
	157						84.24												
	157						122.46												
	158						105.19												
	158						138.64												
	159						92.44												
	159						101.08												
	159						119.42												
	160						112.13												
	161						192.25												
	161						207.06												
	162						122.77												
	162						210.02												
	162						151.63												
	162						180.50												
	163						100.65												
	163						210.02												
	163						109.60												
	163						123.34												
	163						222.53												
	164						117.77												
	164						109.60												
	164						107.20												
	165						160.77												
	165						104.00												
	165						146.07												
	165						152.40												
	166						122.09												
	166						98.03												
	167						189.85												
	167						124.08												
	167						102.86												
	167						155.17												
	167						106.26												
	168						122.46												
	168						102.86												
	168						107.18												
	169						89.01												
	169						148.83												
	170						119.42												
	170						89.01												
	170						124.29												
	170						103.94												
	171						104.39												
	171						124.29												
	171						104.28												
	172						151.63												
	172						150.28												
	172						167.18												
	173						171.05												
	173						146.07												
	173						124.34												
	174						152.40												
	174						155.17												
	174						144.39												
	174						108.30												
	174						170.98												
	175						106.26												
	175						116.09												
	176						145.39												
	176						116.09												
	176						102.31												
	176						158.45												
	177						87.49												
	177						119.00												
	178						148.83												
	178						119.00												
	178						85.44												
	178						126.37												
	179						92.20												
	179						106.17												
	180						107.50												
	180						106.72												
	181						106.10												
	181						130.49												
	182						180.50												
	182						150.28												
	182						222.56												
	182						120.00												
	183						159.08												
	183						222.56												
	184						98.20												
	184						113.60												
	185						195.54												
	185						124.34												
	185						166.57												
	186						104.78												
	186						111.82												
	187						170.98												
	187						135.32												
	187						158.45												
	187						198.51												
	187						146.39												
	187						95.61												
	188						106.11												
	188						100.32												
	188						164.12												
	189						85.44												
	189						118.80												
	189						109.30												
	190						126.37												
	190						85.36												
	190						191.44												
	191						107.18												
	191						120.95												
	192						130.49												
	192						98.80												
	192						98.79												
	193						98.80												
	193						217.18												
	193						104.03												
	194						97.79												
	194						217.18												
	194						103.95												
	195						142.31												
	195						129.00												
	195						99.60												
	195						123.32												
	195						135.66												
	195						89.59												
	195						148.27												
	196						109.37												
	196						123.32												
	196						104.02												
	196						108.60												
	197						97.30												
	197						139.63												
	198						97.30												
	198						216.97												
	198						115.58												
	199						216.97												
	199						115.09												
	200						164.12												
	200						109.30												
	200						103.89												
	201						120.95												
	201						102.11												
	202						102.11												
	202						108.25												
	203						104.03												
	203						108.25												
	203						208.31												
	204						135.66												
	204						208.31												
	204						110.23												
	205						106.79												
	206						108.60												
	206						213.15												
	207						213.15												
	207						204.08												
	208						115.09												
	208						116.78												
	209						103.89												
	209						116.78												
	210						151.85												
	210						107.92												
																			
END	OF 	FILE																	
